Iterations,Seconds,Score
3900000,134,17.846235
3910000,135,17.852273
3920000,135,17.836507
3930000,135,17.821087
3940000,136,17.842896
3950000,136,17.795799
3960000,136,17.796699
3970000,137,17.799362
3980000,137,17.770734
3990000,137,17.803137
4000000,138,17.778637
4010000,138,17.760373
4020000,139,17.771791
4030000,139,17.758015
4040000,139,17.769456
4050000,140,17.755564
4060000,140,17.736706
4070000,141,17.717243
4080000,141,17.683345
4090000,141,17.661707
4100000,142,17.721743
4110000,142,17.672997
4120000,142,17.647311
4130000,143,17.680278
4140000,143,17.665237
4150000,143,17.681676
4160000,144,17.682895
4170000,144,17.648137
4180000,145,17.662275
4190000,145,17.663799
4200000,145,17.652497
4210000,146,17.601900
4220000,146,17.635204
4230000,146,17.619003
4240000,147,17.622081
4250000,147,17.603885
4260000,147,17.601296
4270000,148,17.612880
4280000,148,17.594132
4290000,149,17.583248
4300000,149,17.545727
4310000,149,17.570329
4320000,150,17.534049
4330000,150,17.578449
4340000,150,17.567234
4350000,151,17.526123
4360000,151,17.553181
4370000,152,17.538650
4380000,152,17.522146
4390000,152,17.536862
4400000,153,17.529900
4410000,153,17.512214
4420000,153,17.511168
4430000,154,17.506214
4440000,154,17.503363
4450000,154,17.512734
4460000,155,17.521160
4470000,155,17.499845
4480000,156,17.496049
4490000,156,17.485173
4500000,156,17.495987
4510000,157,17.491002
4520000,157,17.475280
4530000,157,17.473656
4540000,158,17.482461
4550000,158,17.471423
4560000,158,17.462033
4570000,159,17.463826
4580000,159,17.454367
4590000,159,17.447206
4600000,160,17.457419
4610000,160,17.420242
4620000,161,17.434812
4630000,161,17.439219
4640000,161,17.423243
4650000,162,17.420806
4660000,162,17.416643
4670000,162,17.408804
4680000,163,17.397645
4690000,163,17.397712
4700000,163,17.354337
4710000,164,17.397405
4720000,164,17.366237
4730000,164,17.388316
4740000,165,17.392549
4750000,165,17.362906
4760000,165,17.361023
4770000,166,17.356939
4780000,166,17.334012
4790000,167,17.357245
4800000,167,17.330100
4810000,167,17.333775
4820000,168,17.324954
4830000,168,17.325143
4840000,168,17.330941
4850000,169,17.319987
4860000,169,17.309977
4870000,169,17.313857
4880000,170,17.312604
4890000,170,17.312923
4900000,170,17.306931
4910000,171,17.311016
4920000,171,17.283102
4930000,172,17.294214
4940000,172,17.288709
4950000,172,17.287852
4960000,173,17.266689
4970000,173,17.280209
4980000,173,17.279638
4990000,174,17.274625
5000000,174,17.260390
5010000,175,17.241956
5020000,175,17.266875
5030000,175,17.268158
5040000,176,17.248663
5050000,176,17.223301
5060000,176,17.240505
5070000,177,17.237095
5080000,177,17.227977
5090000,178,17.224878
5100000,178,17.226225
5110000,178,17.209229
5120000,179,17.233878
5130000,179,17.215722
5140000,179,17.192952
5150000,180,17.197620
5160000,180,17.195865
5170000,181,17.190924
5180000,181,17.203995
5190000,181,17.187525
5200000,182,17.186115
5210000,182,17.198729
5220000,182,17.175581
5230000,183,17.179814
5240000,183,17.174914
5250000,184,17.170521
5260000,184,17.177441
5270000,184,17.171334
5280000,185,17.150903
5290000,185,17.170788
5300000,185,17.149730
5310000,186,17.147785
5320000,186,17.158692
5330000,186,17.150253
5340000,187,17.150985
5350000,187,17.121074
5360000,187,17.132590
5370000,188,17.135664
5380000,188,17.134201
5390000,189,17.118778
5400000,189,17.131441
5410000,189,17.141225
5420000,190,17.121684
5430000,190,17.103166
5440000,190,17.103049
5450000,191,17.114684
5460000,191,17.094791
5470000,191,17.093342
5480000,192,17.085952
5490000,192,17.096016
5500000,192,17.092618
5510000,193,17.114359
5520000,193,17.094735
5530000,193,17.087873
5540000,194,17.090105
5550000,194,17.093488
5560000,194,17.086156
5570000,195,17.084211
5580000,195,17.082015
5590000,196,17.058250
5600000,196,17.073650
5610000,196,17.068938
5620000,197,17.057000
5630000,197,17.059383
5640000,197,17.050888
5650000,198,17.071579
5660000,198,17.053406
5670000,198,17.031727
5680000,199,17.057839
5690000,199,17.036113
5700000,200,17.036719
5710000,200,17.050609
5720000,200,17.039245
5730000,201,17.040748
5740000,201,17.037706
5750000,201,17.034762
5760000,202,17.029663
5770000,202,17.016488
5780000,202,17.014452
5790000,203,17.019036
5800000,203,17.022964
5810000,204,17.012166
5820000,204,17.019452
5830000,204,17.014107
5840000,205,16.994745
5850000,205,17.000314
5860000,205,16.968661
5870000,206,16.994012
5880000,206,17.003072
5890000,206,16.998086
5900000,207,16.991773
5910000,207,16.980778
5920000,208,16.982112
5930000,208,16.975219
5940000,208,16.965439
5950000,209,16.967604
5960000,209,16.973076
5970000,209,16.971122
5980000,210,16.962817
5990000,210,16.949556
6000000,211,16.947850
6010000,211,16.951049
6020000,211,16.945168
6030000,212,16.947827
6040000,212,16.940137
6050000,212,16.931197
6060000,213,16.930363
6070000,213,16.916253
6080000,214,16.937738
6090000,214,16.907225
6100000,214,16.906865
6110000,215,16.907442
6120000,215,16.905266
6130000,215,16.902699
6140000,216,16.893334
6150000,216,16.895632
6160000,217,16.881067
6170000,217,16.883595
6180000,217,16.874064
6190000,218,16.861138
6200000,218,16.866650
6210000,218,16.849878
6220000,219,16.866854
6230000,219,16.854077
6240000,219,16.851240
6250000,220,16.838503
6260000,220,16.827158
6270000,221,16.831961
6280000,221,16.834798
6290000,221,16.831265
6300000,222,16.812763
6310000,222,16.836212
6320000,222,16.823760
6330000,223,16.808586
6340000,223,16.794102
6350000,224,16.817225
6360000,224,16.808622
6370000,224,16.800174
6380000,225,16.786798
6390000,225,16.802717
6400000,225,16.778308
6410000,226,16.776812
6420000,226,16.771355
6430000,227,16.778883
6440000,227,16.774242
6450000,227,16.745715
6460000,228,16.757704
6470000,228,16.744857
6480000,228,16.729850
6490000,229,16.749554
6500000,229,16.732030
6510000,230,16.733918
6520000,230,16.725758
6530000,230,16.739834
6540000,231,16.736816
6550000,231,16.720408
6560000,231,16.730630
6570000,232,16.713890
6580000,232,16.714380
6590000,233,16.716294
6600000,233,16.694714
6610000,233,16.702712
6620000,234,16.689262
6630000,234,16.671798
6640000,234,16.688572
6650000,235,16.686391
6660000,235,16.687725
6670000,236,16.695306
6680000,236,16.677398
6690000,236,16.671586
6700000,237,16.667296
6710000,237,16.670109
6720000,237,16.672919
6730000,238,16.642324
6740000,238,16.645988
6750000,239,16.655544
6760000,239,16.662268
6770000,239,16.626947
6780000,240,16.648148
6790000,240,16.653225
6800000,240,16.641868
6810000,241,16.625049
6820000,241,16.631645
6830000,242,16.634211
6840000,242,16.626528
6850000,242,16.627757
6860000,243,16.606105
6870000,243,16.617173
6880000,243,16.595663
6890000,244,16.616487
6900000,244,16.620572
6910000,245,16.613395
6920000,245,16.600118
6930000,245,16.608028
6940000,246,16.602847
6950000,246,16.595615
6960000,246,16.604089
6970000,247,16.588640
6980000,247,16.593181
6990000,248,16.589931
7000000,248,16.584822
7010000,248,16.566368
7020000,249,16.584625
7030000,249,16.580604
7040000,249,16.567865
7050000,250,16.565211
7060000,250,16.564854
7070000,251,16.553322
7080000,251,16.543414
7090000,251,16.549755
7100000,252,16.537349
7110000,252,16.547480
7120000,252,16.545967
7130000,253,16.532225
7140000,253,16.526898
7150000,254,16.528863
7160000,254,16.532633
7170000,254,16.513345
