Iterations,Seconds,Score
8060000,1711228202,35,592840
8070000,1711228203,35,833757
8080000,1711228203,35,553976
8090000,1711228204,35,538347
8100000,1711228205,35,406405
8110000,1711228205,35,166641
8120000,1711228206,35,685550
8130000,1711228206,35,395650
8140000,1711228207,35,561763
8150000,1711228207,35,189184
8160000,1711228208,35,454116
8170000,1711228209,35,673237
8180000,1711228209,35,467784
8190000,1711228210,35,430651
8200000,1711228210,35,240563
8210000,1711228211,35,312352
8220000,1711228211,35,522833
8230000,1711228212,35,441760
8240000,1711228212,35,039258
8250000,1711228213,35,576360
8260000,1711228214,35,479402
8270000,1711228214,35,377882
8280000,1711228215,35,321937
8290000,1711228215,35,084119
8300000,1711228216,35,299890
8310000,1711228216,35,395673
8320000,1711228217,35,514327
8330000,1711228218,35,264866
8340000,1711228218,35,219859
8350000,1711228219,35,346631
8360000,1711228219,35,281462
8370000,1711228220,35,302910
8380000,1711228221,35,443680
8390000,1711228221,35,430214
8400000,1711228222,35,316671
8410000,1711228222,34,611401
8420000,1711228223,35,542737
8430000,1711228223,35,293817
8440000,1711228224,35,530404
8450000,1711228224,35,036935
8460000,1711228225,35,146039
8470000,1711228225,35,294205
8480000,1711228226,35,107155
8490000,1711228227,35,259263
8500000,1711228227,35,303335
8510000,1711228228,34,888370
8520000,1711228228,35,213601
8530000,1711228229,35,000953
8540000,1711228229,35,220980
8550000,1711228230,35,089756
8560000,1711228230,35,067349
8570000,1711228231,35,209323
8580000,1711228232,34,963406
8590000,1711228232,35,128446
8600000,1711228233,34,884428
8610000,1711228233,34,932190
8620000,1711228234,35,409630
8630000,1711228234,35,195391
8640000,1711228235,34,870851
8650000,1711228236,35,100027
8660000,1711228236,34,970184
8670000,1711228237,35,304770
8680000,1711228237,34,832467
8690000,1711228238,34,790785
8700000,1711228238,34,973363
8710000,1711228239,34,895291
8720000,1711228240,35,214260
8730000,1711228240,34,605007
8740000,1711228241,35,034457
8750000,1711228241,35,058150
8760000,1711228242,35,321140
8770000,1711228242,34,865462
8780000,1711228243,34,845506
8790000,1711228244,35,277810
8800000,1711228244,34,969522
8810000,1711228245,34,915980
8820000,1711228245,34,870703
8830000,1711228246,34,751813
8840000,1711228246,35,026340
8850000,1711228247,35,105511
8860000,1711228248,34,890021
8870000,1711228248,34,840969
8880000,1711228249,34,762230
8890000,1711228249,34,546871
8900000,1711228250,34,995240
8910000,1711228250,34,719089
8920000,1711228250,34,646944
8930000,1711228251,34,906421
8940000,1711228251,35,058727
8950000,1711228252,34,762706
8960000,1711228253,34,722734
8970000,1711228253,35,021235
8980000,1711228254,34,728184
8990000,1711228254,35,054910
9000000,1711228255,34,648224
9010000,1711228256,34,390482
9020000,1711228256,34,795258
9030000,1711228257,34,749655
9040000,1711228257,34,871950
9050000,1711228258,34,739485
9060000,1711228258,34,716323
9070000,1711228259,34,637414
9080000,1711228260,34,622634
9090000,1711228260,34,914652
9100000,1711228261,34,680233
9110000,1711228261,34,473871
9120000,1711228262,34,447632
9130000,1711228263,34,947141
9140000,1711228263,34,699461
9150000,1711228264,34,782305
9160000,1711228265,34,606338
9170000,1711228265,34,548587
9180000,1711228266,34,371791
9190000,1711228266,34,362592
9200000,1711228267,34,298466
9210000,1711228267,34,878479
9220000,1711228268,34,752781
9230000,1711228269,34,576986
9240000,1711228269,34,791882
9250000,1711228270,34,653751
9260000,1711228270,34,587367
9270000,1711228271,34,046157
9280000,1711228271,34,617462
9290000,1711228272,34,315037
9300000,1711228272,34,705267
9310000,1711228273,34,888300
9320000,1711228274,34,337771
9330000,1711228274,34,334970
9340000,1711228275,34,176701
9350000,1711228275,34,711952
9360000,1711228276,34,874585
9370000,1711228276,34,318872
9380000,1711228277,34,477552
9390000,1711228277,34,465354
9400000,1711228278,34,420299
9410000,1711228278,34,134234
9420000,1711228279,34,385996
9430000,1711228279,34,263318
9440000,1711228280,34,636930
9450000,1711228281,34,337270
9460000,1711228281,34,357482
9470000,1711228282,34,379981
9480000,1711228282,34,129005
9490000,1711228283,34,124223
9500000,1711228283,34,284057
9510000,1711228284,34,348521
9520000,1711228284,34,437493
9530000,1711228284,34,374942
9540000,1711228285,34,153788
9550000,1711228286,34,395662
9560000,1711228286,34,257129
9570000,1711228287,34,275399
9580000,1711228287,34,055658
