Iterations,Seconds,Score
9460000,1711187694,49,133396
9470000,1711187694,49,318654
9480000,1711187695,49,533676
9490000,1711187696,48,837013
9500000,1711187696,49,302124
9510000,1711187697,49,553845
9520000,1711187697,49,085825
9530000,1711187698,49,060049
9540000,1711187698,49,130562
9550000,1711187699,49,470640
9560000,1711187699,49,039290
9570000,1711187700,49,393363
9580000,1711187700,49,517549
9590000,1711187701,49,344520
9600000,1711187701,49,708417
9610000,1711187702,49,293487
9620000,1711187703,49,138391
9630000,1711187703,48,705933
9640000,1711187704,48,897039
9650000,1711187704,49,389357
9660000,1711187705,48,531896
9670000,1711187706,48,860333
9680000,1711187706,48,422305
9690000,1711187707,49,122455
9700000,1711187707,49,093377
9710000,1711187708,49,051808
9720000,1711187708,48,776645
9730000,1711187709,49,300502
9740000,1711187709,49,550650
9750000,1711187710,49,337649
9760000,1711187711,48,954921
9770000,1711187711,49,121343
9780000,1711187712,48,894431
9790000,1711187712,49,287567
9800000,1711187713,48,803276
9810000,1711187713,48,672871
9820000,1711187714,48,891996
9830000,1711187714,49,040310
9840000,1711187715,48,386306
9850000,1711187716,48,430913
9860000,1711187716,48,844012
9870000,1711187717,48,485077
9880000,1711187717,48,849446
9890000,1711187718,49,014441
9900000,1711187718,47,982326
9910000,1711187719,48,738117
9920000,1711187720,48,135654
9930000,1711187720,48,752253
9940000,1711187721,48,565461
9950000,1711187721,47,307766
9960000,1711187722,48,988025
9970000,1711187723,48,620999
9980000,1711187723,48,826499
9990000,1711187723,48,707002
10000000,1711187724,48,363141
10010000,1711187724,48,844838
10020000,1711187725,48,241885
