Iterations,Seconds,Score
6890000,1711265686,37,176627
6900000,1711265686,37,121404
6910000,1711265687,36,954452
6920000,1711265687,37,006408
6930000,1711265688,36,782989
6940000,1711265689,37,081282
6950000,1711265689,36,844981
6960000,1711265690,37,230914
6970000,1711265690,36,463000
6980000,1711265691,37,110855
6990000,1711265691,37,046961
7000000,1711265692,36,944276
7010000,1711265692,36,590903
7020000,1711265693,36,246874
7030000,1711265693,37,023904
7040000,1711265694,36,737874
7050000,1711265695,36,838716
7060000,1711265695,36,604581
7070000,1711265696,36,699101
7080000,1711265696,37,046783
7090000,1711265697,36,953795
7100000,1711265697,36,724139
7110000,1711265698,36,493939
7120000,1711265699,36,848627
7130000,1711265699,36,762813
7140000,1711265700,36,731964
7150000,1711265700,36,300961
7160000,1711265701,36,818036
7170000,1711265701,36,614594
7180000,1711265702,36,645259
7190000,1711265703,36,637959
7200000,1711265703,36,565768
7210000,1711265704,36,457479
7220000,1711265704,36,454871
7230000,1711265705,36,697930
7240000,1711265705,36,807235
7250000,1711265706,36,354420
7260000,1711265706,37,013867
7270000,1711265706,36,493333
7280000,1711265707,36,599123
7290000,1711265707,36,732982
7300000,1711265708,36,458022
7310000,1711265709,36,506091
7320000,1711265709,36,700237
7330000,1711265710,36,470322
7340000,1711265710,36,743224
7350000,1711265711,36,840953
7360000,1711265711,36,284212
7370000,1711265712,36,109664
7380000,1711265712,36,818740
7390000,1711265713,36,591860
7400000,1711265713,36,516373
7410000,1711265714,36,362934
7420000,1711265714,36,429444
7430000,1711265715,36,466107
7440000,1711265715,36,803100
7450000,1711265716,36,627282
7460000,1711265717,36,561116
7470000,1711265717,36,509408
7480000,1711265718,36,433877
7490000,1711265718,36,654064
7500000,1711265719,36,531732
7510000,1711265720,36,605558
7520000,1711265720,36,332271
7530000,1711265721,36,360466
7540000,1711265721,36,445836
7550000,1711265722,36,455143
7560000,1711265722,36,032627
7570000,1711265723,36,239368
7580000,1711265723,36,607896
7590000,1711265724,36,470984
7600000,1711265725,36,333011
7610000,1711265725,36,314604
7620000,1711265726,36,490754
7630000,1711265726,36,469860
7640000,1711265727,36,414190
7650000,1711265727,36,337928
7660000,1711265728,36,442889
7670000,1711265728,36,060259
7680000,1711265729,36,406080
7690000,1711265729,36,401445
7700000,1711265730,36,307037
7710000,1711265730,36,468046
7720000,1711265731,36,058845
7730000,1711265731,36,351523
7740000,1711265732,36,220995
7750000,1711265732,36,155073
7760000,1711265733,36,071886
7770000,1711265734,35,995551
7780000,1711265734,36,406031
7790000,1711265735,36,233614
7800000,1711265735,36,205928
7810000,1711265736,36,196834
7820000,1711265737,36,344541
7830000,1711265737,36,176981
7840000,1711265738,36,512264
7850000,1711265738,35,792899
7860000,1711265739,36,348085
7870000,1711265740,35,760107
7880000,1711265740,36,153170
7890000,1711265741,36,397608
7900000,1711265741,35,937063
7910000,1711265742,36,046054
7920000,1711265743,36,073154
7930000,1711265743,36,492220
7940000,1711265744,36,226086
7950000,1711265744,35,850943
7960000,1711265745,36,152865
7970000,1711265745,36,009513
7980000,1711265746,35,896674
7990000,1711265747,35,823154
8000000,1711265747,35,985843
8010000,1711265748,36,013924
8020000,1711265748,35,990271
8030000,1711265749,35,870352
8040000,1711265749,35,999417
8050000,1711265750,35,944194
8060000,1711265750,35,851771
8070000,1711265751,36,028810
8080000,1711265751,35,722266
8090000,1711265752,35,633214
8100000,1711265752,35,994995
8110000,1711265753,35,784849
8120000,1711265753,35,982921
8130000,1711265754,35,102319
8140000,1711265754,36,042696
8150000,1711265755,35,572172
8160000,1711265755,34,950125
8170000,1711265756,35,959819
8180000,1711265756,35,625968
8190000,1711265757,35,963162
8200000,1711265757,35,362686
8210000,1711265758,35,092068
8220000,1711265758,35,663065
8230000,1711265759,36,041229
8240000,1711265760,35,844405
8250000,1711265760,35,852467
8260000,1711265761,35,564301
8270000,1711265761,34,957345
8280000,1711265761,35,812245
8290000,1711265762,35,795089
8300000,1711265762,35,784082
8310000,1711265763,35,712670
8320000,1711265763,35,934193
8330000,1711265764,35,896214
8340000,1711265764,35,632112
8350000,1711265765,35,698391
8360000,1711265766,35,903513
8370000,1711265766,35,415329
8380000,1711265767,35,504349
8390000,1711265767,35,954842
8400000,1711265768,35,431671
8410000,1711265769,35,669013
8420000,1711265769,35,670237
8430000,1711265770,35,681708
8440000,1711265770,35,655377
8450000,1711265771,35,666007
8460000,1711265771,35,692656
8470000,1711265772,35,081479
8480000,1711265773,35,320684
8490000,1711265773,35,454579
8500000,1711265774,35,390103
8510000,1711265774,36,117800
8520000,1711265775,35,460890
8530000,1711265776,35,296202
8540000,1711265776,35,325447
8550000,1711265776,35,329509
8560000,1711265777,35,435816
8570000,1711265777,35,002884
8580000,1711265778,35,648897
8590000,1711265778,35,180079
8600000,1711265779,35,685881
8610000,1711265779,35,290296
8620000,1711265780,35,453950
8630000,1711265781,35,650333
8640000,1711265781,35,547357
8650000,1711265782,35,284108
8660000,1711265782,35,472586
8670000,1711265783,35,252264
8680000,1711265783,35,590507
8690000,1711265784,35,293221
8700000,1711265784,34,724189
8710000,1711265785,35,518605
8720000,1711265785,35,286183
8730000,1711265786,35,259494
8740000,1711265786,35,091055
8750000,1711265787,35,205862
8760000,1711265787,35,276027
8770000,1711265788,34,919089
8780000,1711265789,35,217839
8790000,1711265789,35,345891
8800000,1711265790,35,131324
8810000,1711265790,35,032253
8820000,1711265791,35,137318
8830000,1711265791,35,441695
8840000,1711265792,35,364844
8850000,1711265793,35,174422
8860000,1711265793,35,151527
8870000,1711265793,34,920240
8880000,1711265794,35,517936
8890000,1711265794,35,037952
8900000,1711265795,35,077976
8910000,1711265795,35,052266
8920000,1711265796,35,295588
8930000,1711265797,35,261479
8940000,1711265797,35,205223
8950000,1711265798,35,313306
8960000,1711265798,35,218735
8970000,1711265799,34,936716
8980000,1711265800,35,163199
8990000,1711265800,34,989796
9000000,1711265801,34,986128
9010000,1711265801,35,197304
9020000,1711265802,35,212383
9030000,1711265803,34,960907
9040000,1711265803,35,240687
9050000,1711265804,35,126705
9060000,1711265804,35,061218
9070000,1711265805,35,005071
9080000,1711265805,34,914912
9090000,1711265806,35,047179
9100000,1711265807,34,975288
9110000,1711265807,34,832980
9120000,1711265808,34,850968
9130000,1711265808,34,687993
9140000,1711265809,35,018598
9150000,1711265809,34,821402
9160000,1711265810,34,921805
9170000,1711265810,35,122004
9180000,1711265811,34,722340
9190000,1711265811,35,095097
9200000,1711265812,34,951669
9210000,1711265812,34,513095
9220000,1711265813,34,654759
9230000,1711265814,34,600859
9240000,1711265814,34,676469
9250000,1711265815,34,814105
9260000,1711265815,34,791724
9270000,1711265816,34,973987
9280000,1711265817,34,679633
9290000,1711265817,34,992632
9300000,1711265818,35,111138
9310000,1711265818,34,225755
9320000,1711265819,34,950885
9330000,1711265819,34,832606
9340000,1711265820,34,668529
9350000,1711265820,34,652423
9360000,1711265821,34,171768
9370000,1711265822,34,762869
9380000,1711265822,34,769433
9390000,1711265823,34,816040
9400000,1711265823,34,787796
9410000,1711265824,34,188888
9420000,1711265824,34,795862
9430000,1711265825,34,718100
9440000,1711265825,34,827205
9450000,1711265826,34,442393
9460000,1711265826,34,129962
9470000,1711265827,34,226438
9480000,1711265827,34,528862
9490000,1711265828,33,692263
9500000,1711265829,34,303917
9510000,1711265829,34,734978
9520000,1711265830,34,096975
9530000,1711265830,34,643598
9540000,1711265831,34,678262
9550000,1711265831,34,423481
9560000,1711265832,34,575369
9570000,1711265832,33,907164
9580000,1711265833,34,752456
9590000,1711265833,34,753056
9600000,1711265834,34,405572
9610000,1711265834,34,495185
9620000,1711265835,34,642002
9630000,1711265835,34,643857
9640000,1711265836,34,303573
9650000,1711265837,34,463509
9660000,1711265837,34,492421
9670000,1711265837,34,265143
9680000,1711265838,34,301653
9690000,1711265838,34,464929
9700000,1711265839,34,187208
9710000,1711265839,34,241216
9720000,1711265840,33,944696
9730000,1711265840,34,396656
9740000,1711265840,34,116682
9750000,1711265841,34,486313
9760000,1711265842,34,375551
9770000,1711265842,34,012111
9780000,1711265843,34,386387
9790000,1711265843,34,460215
9800000,1711265844,33,969751
9810000,1711265844,34,488742
9820000,1711265845,34,435836
9830000,1711265845,34,363369
9840000,1711265846,34,214866
9850000,1711265846,34,008226
9860000,1711265847,34,472182
9870000,1711265847,34,163058
9880000,1711265848,33,196201
9890000,1711265848,34,093409
9900000,1711265849,34,216144
9910000,1711265850,34,174564
9920000,1711265850,34,122640
9930000,1711265851,34,067268
9940000,1711265851,34,178919
9950000,1711265852,34,190133
9960000,1711265852,34,384953
9970000,1711265853,34,200518
9980000,1711265853,34,202547
9990000,1711265854,34,394128
10000000,1711265854,34,114071
10010000,1711265855,34,219660
10020000,1711265855,34,269417
10030000,1711265856,34,038547
